epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,51261.4,1.94327,2.11969,3.32451,0.74064,0.48478,0.58683,0.39299,2.71302,3.45975,3.48999,0.00648071,0.00648071,0.00648071
124,51679.1,1.95982,2.10073,3.33995,0.73037,0.49111,0.58946,0.39523,2.7086,3.44231,3.48074,0.00643101,0.00643101,0.00643101
125,52096.7,1.9406,2.09561,3.32788,0.73667,0.48869,0.5915,0.3952,2.70357,3.43026,3.47551,0.00638115,0.00638115,0.00638115
126,52513.8,1.94135,2.09253,3.32057,0.73675,0.49177,0.59358,0.39648,2.69742,3.41788,3.47007,0.00633115,0.00633115,0.00633115
127,52931,1.93595,2.07641,3.31763,0.73983,0.49114,0.59601,0.39893,2.69119,3.40294,3.46199,0.00628101,0.00628101,0.00628101
128,53345.5,1.94274,2.05258,3.30818,0.74067,0.49795,0.59902,0.3996,2.68168,3.39528,3.45515,0.00623074,0.00623074,0.00623074
129,53762.5,1.9154,2.0194,3.30078,0.74851,0.49923,0.60161,0.40094,2.67806,3.37996,3.45073,0.00618034,0.00618034,0.00618034
130,54179.9,1.91732,2.03116,3.29714,0.75054,0.5027,0.60427,0.40343,2.67833,3.35961,3.44749,0.00612981,0.00612981,0.00612981
131,54597.4,1.91128,2.00762,3.28746,0.75421,0.50506,0.60679,0.40575,2.67401,3.34476,3.44311,0.00607916,0.00607916,0.00607916
132,55014.5,1.90371,1.98654,3.27464,0.74614,0.50792,0.60628,0.40612,2.67419,3.32692,3.43953,0.0060284,0.0060284,0.0060284
133,55432.8,1.90464,1.97562,3.26884,0.74545,0.51494,0.60872,0.40831,2.67151,3.30646,3.43613,0.00597754,0.00597754,0.00597754
134,55850.5,1.90158,1.9628,3.27579,0.75109,0.51883,0.61189,0.41108,2.66562,3.29145,3.43135,0.00592657,0.00592657,0.00592657
135,56268.2,1.89477,1.94484,3.26717,0.74651,0.52437,0.61248,0.41134,2.65876,3.28399,3.42592,0.00587551,0.00587551,0.00587551
136,56685.9,1.89728,1.92416,3.26343,0.74566,0.52408,0.61389,0.41315,2.65388,3.27382,3.42071,0.00582435,0.00582435,0.00582435
137,57103.5,1.88901,1.92103,3.24889,0.7452,0.53168,0.61667,0.41483,2.65506,3.25665,3.41763,0.00577311,0.00577311,0.00577311
