epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,62451,1.64548,1.26112,2.9529,0.7935,0.65059,0.75802,0.51398,2.55986,2.43746,3.22296,0.00352037,0.00352037,0.00352037
182,62895.4,1.65218,1.25915,2.96744,0.80444,0.65066,0.76063,0.51675,2.55774,2.42799,3.22059,0.00347115,0.00347115,0.00347115
183,63339.1,1.6438,1.25422,2.95418,0.80325,0.64928,0.76165,0.51718,2.55535,2.4167,3.2177,0.00342211,0.00342211,0.00342211
184,63783.2,1.63763,1.24704,2.9445,0.81073,0.65389,0.76367,0.5192,2.55105,2.40535,3.21377,0.00337325,0.00337325,0.00337325
185,64227.1,1.63644,1.24793,2.94372,0.81207,0.65633,0.76579,0.5203,2.55056,2.39069,3.21209,0.00332457,0.00332457,0.00332457
186,64671.8,1.62408,1.22404,2.9319,0.81175,0.65785,0.76741,0.52269,2.54118,2.39541,3.20901,0.00327608,0.00327608,0.00327608
187,65116.1,1.62925,1.20062,2.93753,0.8185,0.65341,0.76828,0.52321,2.54191,2.38343,3.20645,0.00322778,0.00322778,0.00322778
188,65560.6,1.6199,1.18928,2.91861,0.828,0.65573,0.76902,0.52551,2.53709,2.3806,3.20525,0.00317969,0.00317969,0.00317969
189,66005.2,1.62015,1.18136,2.91757,0.83439,0.65168,0.76976,0.52648,2.53097,2.37426,3.19968,0.0031318,0.0031318,0.0031318
190,66450.8,1.62079,1.19025,2.91899,0.82433,0.64998,0.76795,0.52515,2.525,2.37249,3.19148,0.00308412,0.00308412,0.00308412
191,66895.7,1.60981,1.16798,2.90655,0.82736,0.65079,0.76769,0.52501,2.51914,2.3732,3.18688,0.00303665,0.00303665,0.00303665
192,67340.1,1.60733,1.16854,2.91071,0.82737,0.65137,0.7698,0.52636,2.51551,2.36371,3.1846,0.00298941,0.00298941,0.00298941
193,67784,1.6021,1.14197,2.9051,0.83362,0.65203,0.77053,0.52729,2.51042,2.36436,3.17778,0.00294239,0.00294239,0.00294239
194,68229.1,1.59208,1.14175,2.89202,0.8298,0.65383,0.76973,0.52715,2.51189,2.353,3.17455,0.00289561,0.00289561,0.00289561
195,68673.7,1.59309,1.11265,2.88138,0.82725,0.65504,0.76983,0.52799,2.51468,2.34054,3.17446,0.00284906,0.00284906,0.00284906
196,69118,1.58367,1.1178,2.87871,0.82522,0.65532,0.77068,0.52906,2.50929,2.33628,3.17183,0.00280275,0.00280275,0.00280275
197,69562.5,1.58461,1.11213,2.87709,0.8256,0.65594,0.77145,0.52877,2.5048,2.33639,3.16968,0.00275668,0.00275668,0.00275668
198,70006.7,1.57474,1.08133,2.86942,0.82099,0.65549,0.77275,0.52962,2.49954,2.32755,3.16536,0.00271087,0.00271087,0.00271087
199,70452.6,1.56477,1.08988,2.86434,0.81938,0.65678,0.77432,0.53049,2.49846,2.31807,3.16551,0.00266532,0.00266532,0.00266532
200,70897.5,1.57173,1.07259,2.85915,0.82159,0.65711,0.77574,0.53095,2.49217,2.31038,3.15894,0.00262003,0.00262003,0.00262003
201,71341.6,1.55686,1.04961,2.8532,0.8153,0.66067,0.77672,0.53151,2.49126,2.29037,3.15619,0.002575,0.002575,0.002575
202,71786.8,1.54633,1.04345,2.84057,0.81672,0.66112,0.77625,0.53251,2.48482,2.29314,3.15049,0.00253024,0.00253024,0.00253024
203,72230.6,1.54651,1.05053,2.84401,0.81767,0.66351,0.77795,0.53496,2.48044,2.286,3.14555,0.00248577,0.00248577,0.00248577
204,72674.5,1.55298,1.0422,2.83959,0.82049,0.6672,0.77884,0.53587,2.47587,2.2783,3.14229,0.00244157,0.00244157,0.00244157
205,73119.1,1.53884,1.00866,2.82807,0.81364,0.66971,0.77878,0.53622,2.47498,2.27068,3.14163,0.00239766,0.00239766,0.00239766
206,73563,1.52722,1.01553,2.82325,0.81847,0.67101,0.77873,0.53695,2.46797,2.27466,3.13583,0.00235404,0.00235404,0.00235404
207,74007,1.53484,1.00627,2.82628,0.80477,0.67896,0.77846,0.53755,2.46083,2.27303,3.13004,0.00231071,0.00231071,0.00231071
208,74452.4,1.53001,1.00433,2.81947,0.80268,0.68355,0.78293,0.54022,2.46298,2.26016,3.13104,0.00226769,0.00226769,0.00226769
209,74896.5,1.51642,0.9781,2.80334,0.79984,0.68094,0.78494,0.54266,2.4593,2.25011,3.12668,0.00222497,0.00222497,0.00222497
210,75341.1,1.51584,0.97261,2.80085,0.81101,0.67968,0.78475,0.54302,2.4552,2.23942,3.12472,0.00218256,0.00218256,0.00218256
211,75785.7,1.51512,0.9777,2.80145,0.80741,0.68327,0.78443,0.54397,2.452,2.23503,3.12087,0.00214046,0.00214046,0.00214046
212,76230,1.49773,0.95527,2.78842,0.80479,0.6899,0.7857,0.54598,2.45066,2.22952,3.11751,0.00209869,0.00209869,0.00209869
213,76674.4,1.49768,0.95116,2.79098,0.80199,0.70062,0.78877,0.54899,2.44876,2.22284,3.11542,0.00205723,0.00205723,0.00205723
214,77119.2,1.49709,0.93853,2.78463,0.80332,0.69922,0.78768,0.54824,2.44925,2.20922,3.11633,0.00201611,0.00201611,0.00201611
215,77562.9,1.4964,0.94725,2.77962,0.81221,0.69091,0.78688,0.54633,2.44879,2.2077,3.11487,0.00197532,0.00197532,0.00197532
216,78006.8,1.48844,0.93174,2.77237,0.82348,0.68185,0.78877,0.54837,2.44565,2.19945,3.1149,0.00193486,0.00193486,0.00193486
217,78452.2,1.48029,0.92555,2.7605,0.81959,0.69079,0.78874,0.55005,2.44362,2.19407,3.11322,0.00189475,0.00189475,0.00189475
218,78898.1,1.47557,0.89646,2.74974,0.8263,0.6921,0.78967,0.55187,2.43925,2.18559,3.10999,0.00185498,0.00185498,0.00185498
219,79342.6,1.48018,0.91025,2.75616,0.8284,0.69744,0.79076,0.55208,2.43827,2.18128,3.10843,0.00181557,0.00181557,0.00181557
220,79787.6,1.47383,0.89015,2.74709,0.8165,0.70089,0.79095,0.55203,2.44439,2.16264,3.11306,0.00177651,0.00177651,0.00177651
221,80232.1,1.46784,0.88226,2.74426,0.81578,0.70069,0.79183,0.55287,2.44457,2.15709,3.11262,0.0017378,0.0017378,0.0017378
222,80676.8,1.46408,0.87165,2.74115,0.81459,0.70708,0.79324,0.55413,2.44407,2.15074,3.11229,0.00169946,0.00169946,0.00169946
223,81121.6,1.45851,0.86898,2.73447,0.8259,0.70107,0.79366,0.55362,2.44536,2.14599,3.11134,0.00166149,0.00166149,0.00166149
224,81566.5,1.45091,0.85535,2.73086,0.82403,0.70781,0.79478,0.55492,2.45165,2.13584,3.11502,0.00162389,0.00162389,0.00162389
225,82008.3,1.42465,0.83757,2.70704,0.81786,0.71287,0.79624,0.55565,2.4486,2.12955,3.11056,0.00158667,0.00158667,0.00158667
226,82454.5,1.427,0.84334,2.70431,0.81207,0.71187,0.79581,0.55542,2.45064,2.12274,3.11162,0.00154982,0.00154982,0.00154982
227,82899.1,1.42467,0.82809,2.69443,0.80416,0.71395,0.7955,0.55444,2.45086,2.12077,3.1109,0.00151336,0.00151336,0.00151336
228,83343.4,1.41922,0.82906,2.6982,0.80318,0.71813,0.79654,0.55593,2.45199,2.10575,3.11224,0.00147729,0.00147729,0.00147729
229,83787.6,1.40808,0.81523,2.69249,0.80721,0.71785,0.79683,0.55622,2.44957,2.09798,3.11119,0.00144161,0.00144161,0.00144161
230,84231.5,1.4053,0.81376,2.68685,0.8092,0.72541,0.79859,0.55752,2.44833,2.08754,3.11155,0.00140632,0.00140632,0.00140632
231,84676.4,1.40682,0.80748,2.67857,0.81194,0.72034,0.8016,0.55981,2.44519,2.07652,3.10866,0.00137143,0.00137143,0.00137143
232,85121.4,1.39242,0.79282,2.67014,0.8174,0.72938,0.80249,0.56225,2.44112,2.06522,3.10539,0.00133695,0.00133695,0.00133695
233,85566.3,1.39126,0.79677,2.66319,0.82376,0.72715,0.80337,0.56314,2.43652,2.05024,3.10744,0.00130287,0.00130287,0.00130287
234,86011.4,1.3886,0.78861,2.66197,0.82388,0.73042,0.80501,0.56517,2.43272,2.0372,3.1038,0.00126921,0.00126921,0.00126921
235,86456.4,1.37803,0.7802,2.65284,0.82313,0.73001,0.80635,0.56625,2.43123,2.02538,3.10098,0.00123596,0.00123596,0.00123596
236,86901.2,1.37552,0.77612,2.65128,0.81642,0.72852,0.80708,0.56604,2.43007,2.00951,3.1003,0.00120313,0.00120313,0.00120313
237,87346.2,1.37409,0.77866,2.65378,0.82542,0.73262,0.80939,0.56879,2.42847,1.99373,3.09636,0.00117072,0.00117072,0.00117072
238,87790.7,1.35461,0.75811,2.62819,0.8296,0.73282,0.81142,0.57143,2.42185,1.98152,3.0908,0.00113873,0.00113873,0.00113873
239,88235.3,1.35509,0.75063,2.62716,0.82941,0.73506,0.81299,0.57275,2.41921,1.9814,3.08938,0.00110718,0.00110718,0.00110718
240,88680,1.34355,0.74709,2.61256,0.82445,0.73621,0.81428,0.57439,2.4202,1.97504,3.09153,0.00107605,0.00107605,0.00107605
241,89124.5,1.33662,0.7327,2.61265,0.82806,0.73752,0.8155,0.57589,2.42077,1.96559,3.09216,0.00104537,0.00104537,0.00104537
242,89569.3,1.33616,0.73651,2.61105,0.83442,0.73823,0.81662,0.57751,2.42134,1.94962,3.08864,0.00101512,0.00101512,0.00101512
243,90013.6,1.3444,0.73092,2.61339,0.83578,0.73698,0.8178,0.57737,2.41716,1.93817,3.08654,0.000985311,0.000985311,0.000985311
244,90455.1,1.3271,0.73411,2.60063,0.84535,0.73877,0.81903,0.57894,2.41665,1.92879,3.08405,0.000955951,0.000955951,0.000955951
245,90877.3,1.32811,0.72962,2.59845,0.83834,0.74476,0.82064,0.57947,2.41375,1.92256,3.08073,0.00092704,0.00092704,0.00092704
246,91299.3,1.32001,0.71968,2.59707,0.83996,0.74845,0.82321,0.58159,2.41238,1.91262,3.07826,0.000898581,0.000898581,0.000898581
247,91722,1.31503,0.717,2.58917,0.83826,0.75051,0.82452,0.58341,2.41188,1.90247,3.0776,0.000870577,0.000870577,0.000870577
248,92144.8,1.31667,0.71303,2.58744,0.83407,0.75192,0.82587,0.5847,2.40752,1.89942,3.07368,0.000843031,0.000843031,0.000843031
249,92566.1,1.30028,0.71321,2.57908,0.8425,0.74011,0.82714,0.58667,2.40126,1.88803,3.06875,0.000815947,0.000815947,0.000815947
250,92988.1,1.30714,0.71576,2.58409,0.84524,0.73736,0.8316,0.59019,2.40012,1.87985,3.0659,0.000789327,0.000789327,0.000789327
251,93411,1.30451,0.70353,2.57638,0.85861,0.72965,0.83162,0.59124,2.39771,1.87733,3.06591,0.000763174,0.000763174,0.000763174
252,93833,1.28889,0.68961,2.56406,0.86991,0.72963,0.83147,0.59024,2.39643,1.86763,3.06384,0.000737492,0.000737492,0.000737492
253,94254.5,1.28665,0.69157,2.56305,0.86709,0.73067,0.83301,0.59167,2.39384,1.85067,3.06236,0.000712282,0.000712282,0.000712282
254,94676.5,1.28187,0.68442,2.55587,0.87391,0.7265,0.83603,0.59461,2.38931,1.84351,3.06069,0.000687548,0.000687548,0.000687548
255,95099.1,1.28134,0.68107,2.55647,0.86752,0.7286,0.83584,0.59451,2.39275,1.83765,3.06291,0.000663292,0.000663292,0.000663292
256,95521.1,1.27073,0.67423,2.54577,0.86739,0.73119,0.83643,0.59436,2.38633,1.83468,3.05594,0.000639518,0.000639518,0.000639518
257,95943.6,1.27211,0.67259,2.54155,0.83874,0.754,0.83774,0.59637,2.37895,1.83265,3.05145,0.000616227,0.000616227,0.000616227
258,96365.4,inf,0.67031,2.53976,0.84417,0.75736,0.83909,0.59843,2.37348,1.82383,3.04604,0.000593422,0.000593422,0.000593422
259,96787.8,1.27413,0.6729,2.54607,0.83907,0.76424,0.84129,0.59992,2.37906,1.80427,3.04874,0.000571106,0.000571106,0.000571106
260,97209.8,1.25721,0.65869,2.53591,0.84064,0.76343,0.84332,0.60097,2.37316,1.79776,3.04215,0.000549281,0.000549281,0.000549281
261,97630.8,1.26302,0.66026,2.53812,0.845,0.76222,0.84506,0.60162,2.36585,1.78686,3.03744,0.00052795,0.00052795,0.00052795
262,98052.2,1.24851,0.65584,2.52423,0.85622,0.75765,0.84536,0.60254,2.36106,1.78221,3.03217,0.000507115,0.000507115,0.000507115
263,98474.9,1.26572,0.65508,2.54063,0.85368,0.75841,0.8466,0.6042,2.356,1.77673,3.02727,0.000486777,0.000486777,0.000486777
264,98896.5,1.25665,0.65217,2.53106,0.84314,0.76171,0.84608,0.60426,2.35322,1.77113,3.02233,0.000466941,0.000466941,0.000466941
265,99317.8,1.24684,0.64803,2.517,0.84285,0.76808,0.84708,0.60603,2.34414,1.76106,3.01462,0.000447606,0.000447606,0.000447606
266,99739.6,1.2406,0.63997,2.51573,0.84142,0.77442,0.84801,0.60731,2.33433,1.7573,3.00747,0.000428777,0.000428777,0.000428777
267,100162,1.24096,0.63957,2.51085,0.84343,0.77469,0.8488,0.60874,2.3308,1.75466,3.00475,0.000410454,0.000410454,0.000410454
268,100583,inf,0.63935,2.50609,0.85103,0.77767,0.84987,0.60892,2.33452,1.7483,3.00615,0.00039264,0.00039264,0.00039264
269,101004,1.22541,0.63586,2.50344,0.84285,0.78044,0.85013,0.61112,2.322,1.73953,2.99216,0.000375337,0.000375337,0.000375337
270,101427,1.22332,0.63074,2.49682,0.84461,0.7826,0.85021,0.61121,2.31881,1.73897,2.9896,0.000358546,0.000358546,0.000358546
271,101849,1.22151,0.62162,2.49365,0.84022,0.78443,0.85204,0.61394,2.31441,1.72843,2.98496,0.00034227,0.00034227,0.00034227
272,102269,1.21946,0.62239,2.4879,0.83874,0.78338,0.85274,0.61454,2.30734,1.72492,2.97948,0.00032651,0.00032651,0.00032651
273,102691,1.20971,0.61107,2.48185,0.84554,0.78685,0.85414,0.61618,2.30223,1.72094,2.97561,0.000311268,0.000311268,0.000311268
274,103112,1.2036,0.61519,2.47637,0.84429,0.78777,0.85567,0.61764,2.29549,1.71597,2.97097,0.000296546,0.000296546,0.000296546
275,103533,1.20086,0.61421,2.47924,0.8509,0.7864,0.85705,0.61955,2.29254,1.7137,2.96865,0.000282345,0.000282345,0.000282345
276,103954,1.19939,0.60938,2.47263,0.84672,0.78204,0.85672,0.62015,2.29255,1.70966,2.96732,0.000268667,0.000268667,0.000268667
277,104376,1.19596,0.6095,2.47438,0.84447,0.79428,0.85691,0.62066,2.28701,1.7059,2.96268,0.000255513,0.000255513,0.000255513
278,104796,1.19327,0.60325,2.47338,0.84461,0.7933,0.85632,0.62066,2.28437,1.70005,2.955,0.000242885,0.000242885,0.000242885
279,105217,1.18684,0.60232,2.46048,0.84379,0.79724,0.85656,0.62056,2.28073,1.69328,2.95171,0.000230784,0.000230784,0.000230784
280,105639,1.1833,0.5983,2.4591,0.85044,0.79696,0.85727,0.62166,2.27469,1.69155,2.94767,0.000219212,0.000219212,0.000219212
281,106062,1.17592,0.59869,2.45219,0.84699,0.79553,0.857,0.62221,2.27041,1.68732,2.94361,0.000208169,0.000208169,0.000208169
282,106483,1.17162,0.59365,2.44668,0.84636,0.79974,0.85791,0.62175,2.27442,1.68399,2.94711,0.000197658,0.000197658,0.000197658
283,106905,1.16988,0.60025,2.45091,0.85338,0.7997,0.85891,0.6225,2.27296,1.68394,2.94544,0.000187678,0.000187678,0.000187678
284,107326,1.17158,0.58996,2.44792,0.85022,0.80292,0.85898,0.62293,2.26994,1.68205,2.94375,0.000178232,0.000178232,0.000178232
285,107754,1.17571,0.59309,2.44808,0.85249,0.79927,0.85959,0.62468,2.26257,1.67885,2.93877,0.00016932,0.00016932,0.00016932
286,108191,1.17105,0.59019,2.44489,0.85249,0.80326,0.85943,0.62448,2.26239,1.67695,2.93776,0.000160943,0.000160943,0.000160943
287,108627,1.16738,0.58618,2.43952,0.8451,0.80424,0.85972,0.62488,2.26057,1.67665,2.9354,0.000153102,0.000153102,0.000153102
288,109064,1.16661,0.58634,2.43552,0.84727,0.80347,0.8595,0.62586,2.25602,1.67359,2.93275,0.000145798,0.000145798,0.000145798
289,109500,1.16561,0.59027,2.44262,0.8565,0.79691,0.86057,0.62742,2.24769,1.66792,2.92623,0.000139032,0.000139032,0.000139032
290,109937,1.16432,0.58437,2.43729,0.85688,0.8024,0.86116,0.62767,2.24671,1.66494,2.92476,0.000132805,0.000132805,0.000132805
291,110406,1.1588,0.58435,2.43181,0.85301,0.80308,0.86195,0.62851,2.24665,1.66441,2.92908,0.000127117,0.000127117,0.000127117
292,110843,1.15603,0.58171,2.43465,0.85466,0.8041,0.86265,0.62965,2.23818,1.66249,2.92078,0.000121968,0.000121968,0.000121968
293,111279,1.15924,0.57946,2.43328,0.85308,0.80123,0.86264,0.63005,2.23764,1.66211,2.9209,0.00011736,0.00011736,0.00011736
294,111715,1.16076,0.58061,2.43301,0.85246,0.80229,0.86208,0.63076,2.23909,1.66244,2.92161,0.000113293,0.000113293,0.000113293
295,112152,1.15398,0.57829,2.43152,0.86886,0.79176,0.86279,0.63198,2.23361,1.66295,2.91846,0.000109768,0.000109768,0.000109768
296,112588,1.16097,0.57868,2.43909,0.86813,0.79236,0.8628,0.63187,2.22457,1.66155,2.91179,0.000106784,0.000106784,0.000106784
297,113025,1.15252,0.5801,2.43109,0.87575,0.78413,0.86318,0.63281,2.21685,1.65654,2.9037,0.000104342,0.000104342,0.000104342
298,113460,1.15171,0.57698,2.42686,0.87736,0.78088,0.86294,0.6353,2.20763,1.65402,2.8967,0.000102443,0.000102443,0.000102443
299,113896,1.14193,0.56964,2.41777,0.87229,0.78313,0.86257,0.63567,2.20619,1.64697,2.89518,0.000101086,0.000101086,0.000101086
300,114333,1.15583,0.57485,2.43252,0.87175,0.78657,0.86285,0.63735,2.19987,1.64931,2.88885,0.000100271,0.000100271,0.000100271
