epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,23008.3,2.19075,3.33444,3.724,0.52657,0.35048,0.39138,0.24496,2.92082,4.25786,3.86839,0.00925697,0.00925697,0.00925697
55,23434.6,2.17677,3.30998,3.70819,0.53518,0.34862,0.39406,0.24774,2.91863,4.24517,3.86479,0.00922942,0.00922942,0.00922942
56,23861.6,2.18338,3.24203,3.70192,0.54338,0.3505,0.39725,0.25096,2.91146,4.23779,3.85285,0.00920142,0.00920142,0.00920142
57,24287.9,2.16471,3.21314,3.67629,0.53271,0.35155,0.39986,0.25341,2.90048,4.23135,3.84005,0.00917296,0.00917296,0.00917296
58,24715,2.16355,3.16794,3.68604,0.53504,0.34931,0.40161,0.25436,2.90314,4.21672,3.83392,0.00914405,0.00914405,0.00914405
59,25141.5,2.16214,3.14441,3.68303,0.55949,0.35454,0.40537,0.25757,2.89953,4.20539,3.82687,0.00911469,0.00911469,0.00911469
60,25567.9,2.15112,3.11396,3.67262,0.559,0.35473,0.40789,0.25922,2.89198,4.19696,3.81677,0.00908488,0.00908488,0.00908488
61,25994.3,2.14484,3.10255,3.66862,0.56833,0.35579,0.41062,0.26105,2.88744,4.18628,3.80582,0.00905463,0.00905463,0.00905463
62,26421.3,2.15159,3.06522,3.65737,0.56706,0.35152,0.41451,0.26368,2.88369,4.17603,3.80035,0.00902395,0.00902395,0.00902395
63,26847.8,2.14895,3.03764,3.64238,0.57622,0.35961,0.41559,0.26461,2.87451,4.17589,3.79393,0.00899282,0.00899282,0.00899282
64,27293.4,2.13147,3.00292,3.6285,0.57127,0.35781,0.41665,0.26542,2.87011,4.17267,3.78657,0.00896127,0.00896127,0.00896127
65,27720.4,2.13748,2.99216,3.62997,0.55606,0.35674,0.42007,0.268,2.86277,4.16411,3.77917,0.00892928,0.00892928,0.00892928
66,28146.4,2.13306,2.97772,3.62949,0.56456,0.3588,0.42448,0.27192,2.86079,4.15021,3.7744,0.00889687,0.00889687,0.00889687
67,28572.3,2.1196,2.93753,3.60428,0.55991,0.35934,0.42609,0.27347,2.84741,4.15272,3.76416,0.00886404,0.00886404,0.00886404
68,28998.4,2.12397,2.91101,3.60916,0.55817,0.3612,0.42846,0.27588,2.8345,4.15102,3.75149,0.00883079,0.00883079,0.00883079
69,29423.7,2.12195,2.88121,3.60315,0.56775,0.36143,0.43089,0.2773,2.82317,4.14926,3.7412,0.00879713,0.00879713,0.00879713
70,29850.2,2.11426,2.85551,3.59339,0.59395,0.36632,0.43376,0.27958,2.82613,4.12573,3.74277,0.00876305,0.00876305,0.00876305
71,30276.6,2.10766,2.85552,3.58448,0.60071,0.3684,0.43693,0.28204,2.81374,4.13312,3.72884,0.00872857,0.00872857,0.00872857
72,30702.4,2.09561,2.82726,3.5711,0.60178,0.3674,0.44044,0.2852,2.80691,4.12696,3.71666,0.00869368,0.00869368,0.00869368
73,31128.3,2.10237,2.80906,3.55829,0.62326,0.36609,0.44362,0.2874,2.79377,4.12807,3.70624,0.00865839,0.00865839,0.00865839
74,31554.3,2.0982,2.79804,3.5644,0.64301,0.36799,0.44578,0.28873,2.79246,4.11537,3.70138,0.00862271,0.00862271,0.00862271
75,31980.3,2.09178,2.76516,3.55876,0.62605,0.37031,0.45026,0.29195,2.79221,4.09796,3.69455,0.00858664,0.00858664,0.00858664
76,32406.4,2.07272,2.7541,3.54501,0.63665,0.365,0.45371,0.29461,2.78634,4.09102,3.69261,0.00855018,0.00855018,0.00855018
77,32832.5,2.0767,2.73384,3.54333,0.63837,0.3675,0.459,0.29864,2.78023,4.07989,3.68693,0.00851333,0.00851333,0.00851333
78,33258.6,2.08445,2.72428,3.54824,0.63112,0.36604,0.46303,0.30159,2.77628,4.06936,3.68122,0.00847611,0.00847611,0.00847611
79,33684.7,2.07049,2.67523,3.52873,0.64702,0.36744,0.46688,0.3043,2.76933,4.05949,3.67432,0.00843851,0.00843851,0.00843851
80,34110.8,2.05611,2.66467,3.5118,0.65685,0.37345,0.47201,0.30838,2.76267,4.04316,3.66591,0.00840054,0.00840054,0.00840054
81,34537.1,2.05378,2.65211,3.50796,0.66677,0.37123,0.47521,0.31025,2.75937,4.03471,3.66113,0.0083622,0.0083622,0.0083622
82,34962.9,2.05504,2.65361,3.50878,0.66639,0.38605,0.47885,0.312,2.75917,4.01881,3.65556,0.00832349,0.00832349,0.00832349
83,35390.1,2.04896,2.60742,3.50862,0.66988,0.38754,0.48289,0.31474,2.76066,4.00029,3.65449,0.00828443,0.00828443,0.00828443
84,35817.5,2.04477,2.57782,3.5099,0.66973,0.39418,0.48603,0.31735,2.7557,3.98839,3.64974,0.00824502,0.00824502,0.00824502
85,36243.9,2.0546,2.59457,3.51209,0.66187,0.40118,0.49071,0.3206,2.74643,3.98169,3.64384,0.00820525,0.00820525,0.00820525
86,36670,2.05722,2.55809,3.50297,0.66656,0.39855,0.49434,0.32276,2.74215,3.96751,3.63763,0.00816514,0.00816514,0.00816514
87,37096.4,2.03508,2.52928,3.47745,0.66878,0.39818,0.49908,0.3264,2.74668,3.94766,3.63932,0.00812468,0.00812468,0.00812468
88,37523,2.02725,2.54929,3.48038,0.66806,0.4057,0.50423,0.32964,2.73873,3.94134,3.63248,0.00808389,0.00808389,0.00808389
89,37949.1,2.03008,2.51548,3.47942,0.67515,0.41332,0.50905,0.3324,2.73151,3.93552,3.62457,0.00804277,0.00804277,0.00804277
90,38376,2.02969,2.48431,3.46941,0.674,0.41534,0.51305,0.3347,2.72581,3.9264,3.61927,0.00800131,0.00800131,0.00800131
91,38802,2.01853,2.46329,3.45557,0.67779,0.41897,0.51778,0.33719,2.72422,3.90613,3.61521,0.00795954,0.00795954,0.00795954
92,39228.5,2.01937,2.44818,3.45002,0.70124,0.41785,0.52331,0.34144,2.72489,3.88906,3.61171,0.00791744,0.00791744,0.00791744
93,39655.3,2.01032,2.42618,3.44092,0.70165,0.4221,0.5276,0.34383,2.72464,3.87126,3.61063,0.00787503,0.00787503,0.00787503
